Date,Temperature,Precipitation,Humidity,Weather_Condition,Product_Category,Purchase_Amount,Number_of_Purchases,Year,Month,Month_Name,Day,Day_of_Week,Is_Weekend,Season
2022-01-14,-0.4,20.8,71.6,Snowy,Outdoor & Camping Gear,455.53,5,2022,1,Jan,14,Friday,0,Winter
2022-01-14,-0.4,20.8,71.6,Snowy,Rainwear & Umbrellas,81690.25,3135,2022,1,Jan,14,Friday,0,Winter
2022-01-15,0.2,0.0,62.3,Sunny,Cold Beverages & Ice Cream,43.88,5,2022,1,Jan,15,Saturday,1,Winter
2022-01-15,0.2,0.0,62.3,Sunny,Heating & Winter Apparel,9901.57,144,2022,1,Jan,15,Saturday,1,Winter
2022-01-15,0.2,0.0,62.3,Sunny,Hot Beverages & Soups,3306.49,296,2022,1,Jan,15,Saturday,1,Winter
2022-01-15,0.2,0.0,62.3,Sunny,Outdoor & Camping Gear,403.86,5,2022,1,Jan,15,Saturday,1,Winter
2022-01-15,0.2,0.0,62.3,Sunny,Rainwear & Umbrellas,697.61,24,2022,1,Jan,15,Saturday,1,Winter
2022-01-16,3.4,0.0,61.5,Sunny,Cold Beverages & Ice Cream,136.52,15,2022,1,Jan,16,Sunday,1,Winter
2022-01-16,3.4,0.0,61.5,Sunny,Heating & Winter Apparel,6613.71,95,2022,1,Jan,16,Sunday,1,Winter
2022-01-16,3.4,0.0,61.5,Sunny,Hot Beverages & Soups,2539.16,221,2022,1,Jan,16,Sunday,1,Winter
2022-01-16,3.4,0.0,61.5,Sunny,Outdoor & Camping Gear,854.57,10,2022,1,Jan,16,Sunday,1,Winter
2022-01-16,3.4,0.0,61.5,Sunny,Rainwear & Umbrellas,753.51,29,2022,1,Jan,16,Sunday,1,Winter
2022-01-17,2.2,0.0,53.6,Sunny,Cold Beverages & Ice Cream,212.14,25,2022,1,Jan,17,Monday,0,Winter
2022-01-17,2.2,0.0,53.6,Sunny,Heating & Winter Apparel,5662.46,94,2022,1,Jan,17,Monday,0,Winter
2022-01-17,2.2,0.0,53.6,Sunny,Hot Beverages & Soups,2332.68,194,2022,1,Jan,17,Monday,0,Winter
2022-01-17,2.2,0.0,53.6,Sunny,Outdoor & Camping Gear,439.05,5,2022,1,Jan,17,Monday,0,Winter
2022-01-17,2.2,0.0,53.6,Sunny,Rainwear & Umbrellas,640.99,23,2022,1,Jan,17,Monday,0,Winter
2022-01-18,5.9,8.7,63.6,Rainy,Cold Beverages & Ice Cream,84.95,10,2022,1,Jan,18,Tuesday,0,Winter
2022-01-18,5.9,8.7,63.6,Rainy,Heating & Winter Apparel,3859.92,59,2022,1,Jan,18,Tuesday,0,Winter
2022-01-18,5.9,8.7,63.6,Rainy,Hot Beverages & Soups,2725.02,218,2022,1,Jan,18,Tuesday,0,Winter
2022-01-18,5.9,8.7,63.6,Rainy,Outdoor & Camping Gear,421.86,5,2022,1,Jan,18,Tuesday,0,Winter
2022-01-18,5.9,8.7,63.6,Rainy,Rainwear & Umbrellas,32314.73,1071,2022,1,Jan,18,Tuesday,0,Winter
2022-01-19,2.5,0.0,59.0,Sunny,Cold Beverages & Ice Cream,66.62,8,2022,1,Jan,19,Wednesday,0,Winter
2022-01-19,2.5,0.0,59.0,Sunny,Heating & Winter Apparel,5749.26,87,2022,1,Jan,19,Wednesday,0,Winter
2022-01-19,2.5,0.0,59.0,Sunny,Hot Beverages & Soups,2493.3,208,2022,1,Jan,19,Wednesday,0,Winter
2022-01-19,2.5,0.0,59.0,Sunny,Outdoor & Camping Gear,436.84,5,2022,1,Jan,19,Wednesday,0,Winter
2022-01-19,2.5,0.0,59.0,Sunny,Rainwear & Umbrellas,506.53,17,2022,1,Jan,19,Wednesday,0,Winter
2022-01-20,1.1,12.5,68.8,Rainy,Cold Beverages & Ice Cream,63.88,8,2022,1,Jan,20,Thursday,0,Winter
2022-01-20,1.1,12.5,68.8,Rainy,Heating & Winter Apparel,7286.85,104,2022,1,Jan,20,Thursday,0,Winter
2022-01-20,1.1,12.5,68.8,Rainy,Hot Beverages & Soups,3366.8,285,2022,1,Jan,20,Thursday,0,Winter
2022-01-20,1.1,12.5,68.8,Rainy,Outdoor & Camping Gear,402.89,5,2022,1,Jan,20,Thursday,0,Winter
2022-01-20,1.1,12.5,68.8,Rainy,Rainwear & Umbrellas,47282.45,1665,2022,1,Jan,20,Thursday,0,Winter
2022-01-21,9.2,16.4,73.9,Rainy,Cold Beverages & Ice Cream,198.3,24,2022,1,Jan,21,Friday,0,Winter
2022-01-21,9.2,16.4,73.9,Rainy,Heating & Winter Apparel,1208.81,20,2022,1,Jan,21,Friday,0,Winter
2022-01-21,9.2,16.4,73.9,Rainy,Hot Beverages & Soups,2199.49,196,2022,1,Jan,21,Friday,0,Winter
2022-01-21,9.2,16.4,73.9,Rainy,Outdoor & Camping Gear,446.1,5,2022,1,Jan,21,Friday,0,Winter
2022-01-21,9.2,16.4,73.9,Rainy,Rainwear & Umbrellas,60692.53,2346,2022,1,Jan,21,Friday,0,Winter
2022-01-22,4.5,0.0,61.3,Sunny,Cold Beverages & Ice Cream,112.57,14,2022,1,Jan,22,Saturday,1,Winter
2022-01-22,4.5,0.0,61.3,Sunny,Heating & Winter Apparel,6040.25,95,2022,1,Jan,22,Saturday,1,Winter
2022-01-22,4.5,0.0,61.3,Sunny,Hot Beverages & Soups,2638.04,229,2022,1,Jan,22,Saturday,1,Winter
2022-01-22,4.5,0.0,61.3,Sunny,Outdoor & Camping Gear,920.72,11,2022,1,Jan,22,Saturday,1,Winter
2022-01-22,4.5,0.0,61.3,Sunny,Rainwear & Umbrellas,807.67,31,2022,1,Jan,22,Saturday,1,Winter
2022-01-23,5.3,2.8,69.9,Rainy,Cold Beverages & Ice Cream,164.52,18,2022,1,Jan,23,Sunday,1,Winter
2022-01-23,5.3,2.8,69.9,Rainy,Heating & Winter Apparel,4974.31,76,2022,1,Jan,23,Sunday,1,Winter
2022-01-23,5.3,2.8,69.9,Rainy,Hot Beverages & Soups,2377.87,209,2022,1,Jan,23,Sunday,1,Winter
2022-01-23,5.3,2.8,69.9,Rainy,Outdoor & Camping Gear,1551.47,19,2022,1,Jan,23,Sunday,1,Winter
2022-01-23,5.3,2.8,69.9,Rainy,Rainwear & Umbrellas,8245.07,297,2022,1,Jan,23,Sunday,1,Winter
2022-01-24,1.2,0.0,61.6,Sunny,Cold Beverages & Ice Cream,181.16,22,2022,1,Jan,24,Monday,0,Winter
2022-01-24,1.2,0.0,61.6,Sunny,Heating & Winter Apparel,5780.41,95,2022,1,Jan,24,Monday,0,Winter
2022-01-24,1.2,0.0,61.6,Sunny,Hot Beverages & Soups,2510.08,203,2022,1,Jan,24,Monday,0,Winter
2022-01-24,1.2,0.0,61.6,Sunny,Outdoor & Camping Gear,416.0,5,2022,1,Jan,24,Monday,0,Winter
2022-01-24,1.2,0.0,61.6,Sunny,Rainwear & Umbrellas,770.25,28,2022,1,Jan,24,Monday,0,Winter
2022-01-25,3.7,18.2,84.1,Rainy,Cold Beverages & Ice Cream,139.61,16,2022,1,Jan,25,Tuesday,0,Winter
2022-01-25,3.7,18.2,84.1,Rainy,Heating & Winter Apparel,4786.81,77,2022,1,Jan,25,Tuesday,0,Winter
2022-01-25,3.7,18.2,84.1,Rainy,Hot Beverages & Soups,2827.85,244,2022,1,Jan,25,Tuesday,0,Winter
2022-01-25,3.7,18.2,84.1,Rainy,Outdoor & Camping Gear,392.57,5,2022,1,Jan,25,Tuesday,0,Winter
2022-01-25,3.7,18.2,84.1,Rainy,Rainwear & Umbrellas,70708.13,2648,2022,1,Jan,25,Tuesday,0,Winter
2022-01-26,5.5,0.0,57.0,Sunny,Cold Beverages & Ice Cream,90.2,11,2022,1,Jan,26,Wednesday,0,Winter
2022-01-26,5.5,0.0,57.0,Sunny,Heating & Winter Apparel,4263.82,65,2022,1,Jan,26,Wednesday,0,Winter
2022-01-26,5.5,0.0,57.0,Sunny,Hot Beverages & Soups,1957.25,175,2022,1,Jan,26,Wednesday,0,Winter
2022-01-26,5.5,0.0,57.0,Sunny,Outdoor & Camping Gear,439.14,5,2022,1,Jan,26,Wednesday,0,Winter
2022-01-26,5.5,0.0,57.0,Sunny,Rainwear & Umbrellas,500.86,19,2022,1,Jan,26,Wednesday,0,Winter
2022-01-27,2.1,16.2,66.9,Rainy,Cold Beverages & Ice Cream,103.72,13,2022,1,Jan,27,Thursday,0,Winter
2022-01-27,2.1,16.2,66.9,Rainy,Heating & Winter Apparel,5560.17,89,2022,1,Jan,27,Thursday,0,Winter
2022-01-27,2.1,16.2,66.9,Rainy,Hot Beverages & Soups,3174.39,263,2022,1,Jan,27,Thursday,0,Winter
2022-01-27,2.1,16.2,66.9,Rainy,Outdoor & Camping Gear,450.25,5,2022,1,Jan,27,Thursday,0,Winter
2022-01-27,2.1,16.2,66.9,Rainy,Rainwear & Umbrellas,65187.01,2290,2022,1,Jan,27,Thursday,0,Winter
2022-01-28,6.4,4.0,65.8,Rainy,Cold Beverages & Ice Cream,42.36,5,2022,1,Jan,28,Friday,0,Winter
2022-01-28,6.4,4.0,65.8,Rainy,Heating & Winter Apparel,3243.18,49,2022,1,Jan,28,Friday,0,Winter
2022-01-28,6.4,4.0,65.8,Rainy,Hot Beverages & Soups,2690.09,229,2022,1,Jan,28,Friday,0,Winter
2022-01-28,6.4,4.0,65.8,Rainy,Outdoor & Camping Gear,1131.66,13,2022,1,Jan,28,Friday,0,Winter
2022-01-28,6.4,4.0,65.8,Rainy,Rainwear & Umbrellas,11494.44,419,2022,1,Jan,28,Friday,0,Winter
2022-01-29,3.7,24.3,85.4,Rainy,Cold Beverages & Ice Cream,133.83,17,2022,1,Jan,29,Saturday,1,Winter
2022-01-29,3.7,24.3,85.4,Rainy,Heating & Winter Apparel,5327.68,87,2022,1,Jan,29,Saturday,1,Winter
2022-01-29,3.7,24.3,85.4,Rainy,Hot Beverages & Soups,3978.83,313,2022,1,Jan,29,Saturday,1,Winter
2022-01-29,3.7,24.3,85.4,Rainy,Outdoor & Camping Gear,436.38,5,2022,1,Jan,29,Saturday,1,Winter
2022-01-29,3.7,24.3,85.4,Rainy,Rainwear & Umbrellas,116595.13,4166,2022,1,Jan,29,Saturday,1,Winter
2022-01-30,4.6,0.0,51.4,Sunny,Cold Beverages & Ice Cream,42.09,5,2022,1,Jan,30,Sunday,1,Winter
2022-01-30,4.6,0.0,51.4,Sunny,Heating & Winter Apparel,5362.48,88,2022,1,Jan,30,Sunday,1,Winter
2022-01-30,4.6,0.0,51.4,Sunny,Hot Beverages & Soups,2530.32,205,2022,1,Jan,30,Sunday,1,Winter
2022-01-30,4.6,0.0,51.4,Sunny,Outdoor & Camping Gear,624.27,7,2022,1,Jan,30,Sunday,1,Winter
2022-01-30,4.6,0.0,51.4,Sunny,Rainwear & Umbrellas,718.79,26,2022,1,Jan,30,Sunday,1,Winter
2022-01-31,3.8,0.0,59.4,Sunny,Cold Beverages & Ice Cream,42.97,5,2022,1,Jan,31,Monday,0,Winter
2022-01-31,3.8,0.0,59.4,Sunny,Heating & Winter Apparel,5362.46,77,2022,1,Jan,31,Monday,0,Winter
2022-01-31,3.8,0.0,59.4,Sunny,Hot Beverages & Soups,2272.11,179,2022,1,Jan,31,Monday,0,Winter
2022-01-31,3.8,0.0,59.4,Sunny,Outdoor & Camping Gear,599.08,7,2022,1,Jan,31,Monday,0,Winter
2022-01-31,3.8,0.0,59.4,Sunny,Rainwear & Umbrellas,632.63,22,2022,1,Jan,31,Monday,0,Winter
2022-02-01,10.7,0.0,53.9,Sunny,Cold Beverages & Ice Cream,41.92,5,2022,2,Feb,1,Tuesday,0,Winter
2022-02-01,10.7,0.0,53.9,Sunny,Heating & Winter Apparel,941.5,15,2022,2,Feb,1,Tuesday,0,Winter
2022-02-01,10.7,0.0,53.9,Sunny,Hot Beverages & Soups,1770.05,138,2022,2,Feb,1,Tuesday,0,Winter
2022-02-01,10.7,0.0,53.9,Sunny,Outdoor & Camping Gear,2144.64,24,2022,2,Feb,1,Tuesday,0,Winter
2022-02-01,10.7,0.0,53.9,Sunny,Rainwear & Umbrellas,442.64,15,2022,2,Feb,1,Tuesday,0,Winter
2022-02-02,5.6,7.6,65.8,Rainy,Cold Beverages & Ice Cream,102.66,13,2022,2,Feb,2,Wednesday,0,Winter
2022-02-02,5.6,7.6,65.8,Rainy,Heating & Winter Apparel,4257.19,65,2022,2,Feb,2,Wednesday,0,Winter
2022-02-02,5.6,7.6,65.8,Rainy,Hot Beverages & Soups,2655.32,226,2022,2,Feb,2,Wednesday,0,Winter
2022-02-02,5.6,7.6,65.8,Rainy,Outdoor & Camping Gear,415.13,5,2022,2,Feb,2,Wednesday,0,Winter
2022-02-02,5.6,7.6,65.8,Rainy,Rainwear & Umbrellas,26847.38,925,2022,2,Feb,2,Wednesday,0,Winter
2022-02-03,2.7,56.8,98.1,Stormy,Cold Beverages & Ice Cream,199.89,23,2022,2,Feb,3,Thursday,0,Winter
2022-02-03,2.7,56.8,98.1,Stormy,Heating & Winter Apparel,6052.54,89,2022,2,Feb,3,Thursday,0,Winter
2022-02-03,2.7,56.8,98.1,Stormy,Hot Beverages & Soups,2963.75,263,2022,2,Feb,3,Thursday,0,Winter
2022-02-03,2.7,56.8,98.1,Stormy,Outdoor & Camping Gear,789.64,9,2022,2,Feb,3,Thursday,0,Winter
2022-02-03,2.7,56.8,98.1,Stormy,Rainwear & Umbrellas,292794.69,10939,2022,2,Feb,3,Thursday,0,Winter
2022-02-04,8.1,0.0,67.7,Sunny,Cold Beverages & Ice Cream,41.78,5,2022,2,Feb,4,Friday,0,Winter
2022-02-04,8.1,0.0,67.7,Sunny,Heating & Winter Apparel,2684.84,40,2022,2,Feb,4,Friday,0,Winter
2022-02-04,8.1,0.0,67.7,Sunny,Hot Beverages & Soups,1562.95,137,2022,2,Feb,4,Friday,0,Winter
2022-02-04,8.1,0.0,67.7,Sunny,Outdoor & Camping Gear,643.75,8,2022,2,Feb,4,Friday,0,Winter
2022-02-04,8.1,0.0,67.7,Sunny,Rainwear & Umbrellas,754.79,25,2022,2,Feb,4,Friday,0,Winter
2022-02-05,2.4,14.0,69.6,Rainy,Cold Beverages & Ice Cream,45.53,5,2022,2,Feb,5,Saturday,1,Winter
2022-02-05,2.4,14.0,69.6,Rainy,Heating & Winter Apparel,7509.19,115,2022,2,Feb,5,Saturday,1,Winter
2022-02-05,2.4,14.0,69.6,Rainy,Hot Beverages & Soups,4176.38,350,2022,2,Feb,5,Saturday,1,Winter
2022-02-05,2.4,14.0,69.6,Rainy,Outdoor & Camping Gear,425.54,5,2022,2,Feb,5,Saturday,1,Winter
2022-02-05,2.4,14.0,69.6,Rainy,Rainwear & Umbrellas,60200.09,2106,2022,2,Feb,5,Saturday,1,Winter
2022-02-06,6.5,0.0,68.5,Sunny,Cold Beverages & Ice Cream,148.29,17,2022,2,Feb,6,Sunday,1,Winter
2022-02-06,6.5,0.0,68.5,Sunny,Heating & Winter Apparel,4057.28,62,2022,2,Feb,6,Sunday,1,Winter
2022-02-06,6.5,0.0,68.5,Sunny,Hot Beverages & Soups,2386.63,212,2022,2,Feb,6,Sunday,1,Winter
2022-02-06,6.5,0.0,68.5,Sunny,Outdoor & Camping Gear,2177.05,24,2022,2,Feb,6,Sunday,1,Winter
2022-02-06,6.5,0.0,68.5,Sunny,Rainwear & Umbrellas,803.67,27,2022,2,Feb,6,Sunday,1,Winter
2022-02-07,0.5,0.0,60.0,Sunny,Cold Beverages & Ice Cream,40.11,5,2022,2,Feb,7,Monday,0,Winter
2022-02-07,0.5,0.0,60.0,Sunny,Heating & Winter Apparel,7357.04,123,2022,2,Feb,7,Monday,0,Winter
2022-02-07,0.5,0.0,60.0,Sunny,Hot Beverages & Soups,2705.73,218,2022,2,Feb,7,Monday,0,Winter
2022-02-07,0.5,0.0,60.0,Sunny,Outdoor & Camping Gear,668.5,8,2022,2,Feb,7,Monday,0,Winter
2022-02-07,0.5,0.0,60.0,Sunny,Rainwear & Umbrellas,507.73,17,2022,2,Feb,7,Monday,0,Winter
2022-02-08,2.4,0.0,67.3,Sunny,Cold Beverages & Ice Cream,87.38,10,2022,2,Feb,8,Tuesday,0,Winter
2022-02-08,2.4,0.0,67.3,Sunny,Heating & Winter Apparel,6565.02,95,2022,2,Feb,8,Tuesday,0,Winter
2022-02-08,2.4,0.0,67.3,Sunny,Hot Beverages & Soups,2261.73,191,2022,2,Feb,8,Tuesday,0,Winter
2022-02-08,2.4,0.0,67.3,Sunny,Outdoor & Camping Gear,1131.36,14,2022,2,Feb,8,Tuesday,0,Winter
2022-02-08,2.4,0.0,67.3,Sunny,Rainwear & Umbrellas,652.31,25,2022,2,Feb,8,Tuesday,0,Winter
2022-02-09,6.7,0.0,61.0,Sunny,Cold Beverages & Ice Cream,127.68,16,2022,2,Feb,9,Wednesday,0,Winter
2022-02-09,6.7,0.0,61.0,Sunny,Heating & Winter Apparel,3149.46,51,2022,2,Feb,9,Wednesday,0,Winter
2022-02-09,6.7,0.0,61.0,Sunny,Hot Beverages & Soups,1934.47,170,2022,2,Feb,9,Wednesday,0,Winter
2022-02-09,6.7,0.0,61.0,Sunny,Outdoor & Camping Gear,523.89,6,2022,2,Feb,9,Wednesday,0,Winter
2022-02-09,6.7,0.0,61.0,Sunny,Rainwear & Umbrellas,482.11,17,2022,2,Feb,9,Wednesday,0,Winter
2022-02-10,8.3,0.0,70.1,Sunny,Cold Beverages & Ice Cream,40.54,5,2022,2,Feb,10,Thursday,0,Winter
2022-02-10,8.3,0.0,70.1,Sunny,Heating & Winter Apparel,2693.08,41,2022,2,Feb,10,Thursday,0,Winter
2022-02-10,8.3,0.0,70.1,Sunny,Hot Beverages & Soups,1839.33,158,2022,2,Feb,10,Thursday,0,Winter
2022-02-10,8.3,0.0,70.1,Sunny,Outdoor & Camping Gear,743.03,9,2022,2,Feb,10,Thursday,0,Winter
2022-02-10,8.3,0.0,70.1,Sunny,Rainwear & Umbrellas,444.3,16,2022,2,Feb,10,Thursday,0,Winter
2022-02-11,6.9,0.0,49.8,Sunny,Cold Beverages & Ice Cream,56.24,7,2022,2,Feb,11,Friday,0,Winter
2022-02-11,6.9,0.0,49.8,Sunny,Heating & Winter Apparel,2984.55,46,2022,2,Feb,11,Friday,0,Winter
2022-02-11,6.9,0.0,49.8,Sunny,Hot Beverages & Soups,1990.84,162,2022,2,Feb,11,Friday,0,Winter
2022-02-11,6.9,0.0,49.8,Sunny,Outdoor & Camping Gear,1326.14,15,2022,2,Feb,11,Friday,0,Winter
2022-02-11,6.9,0.0,49.8,Sunny,Rainwear & Umbrellas,1070.85,36,2022,2,Feb,11,Friday,0,Winter
